0
A. B. de Villiers
Eion Katchay
Eknath Solkar
Eldine Baptiste
Elias Sunny
Elijah Otieno
Elton Chigumbura
Emmanuel Bundi
Enamul Haque
Enamul Haque Jr
Eoin Morgan
Eric Gouka
Eric Simons
Eric Szwarczynski
Eric Upashantha
Errol Stewart
Ervin McSweeney
Evan Gray
Everton Matambanadzo
Everton Mattis
Evin Lewis
Ewen Chatfield
Ewen Thompson
Ezra Moseley
Fabian Allen
Faf du Plessis
Fahad Alhashmi
Fahad Nawaz
Fahad Usman
Fahim Ashraf
Fahim Muntasir
Faisal Athar
Faisal Hossain
Faisal Iqbal
Faiz Fazal
Fakhar Zaman
Fanie de Villiers
Faoud Bacchus
Fareed Ahmad
Farhaan Behardien
Farhad Reza
Farokh Engineer
Faruk Ahmed
Farveez Maharoof
Fawad Ahmed
Fawad Alam
Fayyaz Ahmed
Fayyaz Butt
Fazl-e-Akbar
Fazle Mahmud
Feiko Kloppenburg
Fidel Edwards
Fiqre Crockwell
Flavian Aponso
Floris Jansen
Floyd Reifer
Forster Mutizwa
Francis Otieno
Frank Hayes
Franklyn Dennis
Franklyn Rose
Frasat Ali
Fraser Watts
Fred Klaassen
Fred Titmus
Freddie Coleman
Friday Kasteni
Gagan Khoda
Gamini Perera
Gamini Wickremasinghe
Ganesh Mylvaganam
Gareth Batty
Gareth Hopkins
Garfield Sobers
Garnett Kruger
Garth McKenzie
Gary Ballance
Gary Brent
Gary Cosier
Gary Crocker
Gary Gilmour
Gary Kidd
Gary Kirsten
Gary Martin
Gary Robertson
Gary Troup
Gary Wilson
Gautam Gambhir
Gavin Briant
Gavin Ewing
Gavin Hamilton
Gavin Larsen
Gavin Rennie
Gavin Robertson
Gavin Tonge
Gazi Ashraf
Geert-Maarten Mol
Geoff Allott
Geoff Arnold
Geoff Barnett
Geoff Cook
Geoff Cope
Geoff Dymock
Geoff Howarth
Geoff Humpage
Geoff Lawson
Geoff Marsh
Geoff Miller
Geoffrey Boycott
George Bailey
George Codrington
George Dockrell
George Munsey
George O'Brien
George Salmond
George Worker
Geraint Jones
Gerald Peckover
Gerhard Erasmus
Gerhardus Liebenberg
Gerrie Snyman
Gholam Nousher
Ghulam Ali
Ghulam Parkar
Ghulam Shabber
Gladstone Small
Glen Bruk-Jackson
Glen Chapple
Glen Sulzberger
Glenn Bishop
Glenn Blakeney
Glenn Maxwell
Glenn McGrath
Glenn Rogers
Glenn Trimble
Glenn Turner
Glenroy Sealy
Golam Faruq
Gopal Bose
Gopal Sharma
Gordon Drummond
Gordon Goudie
Gordon Greenidge
Graeme Aldridge
Graeme Beard
Graeme Cremer
Graeme Fowler
Graeme Hick
Graeme Labrooy
Graeme McCarter
Graeme Porter
Graeme Smith
Graeme Swann
Graeme Watson
Graeme Wood
Graham Barlow
Graham Dilley
Graham Gooch
Graham Lloyd
Graham Manou
Graham Onions
Graham Roope
Graham Stevenson
Graham Thorpe
Graham Vivian
Graham Yallop
Grant Bradburn
Grant Elliott
Grant Flower
Grant Paterson
Granville de Silva
Greg Blewett
Greg Campbell
Greg Chappell
Greg Dyer
Greg Lamb
Greg Matthews
Greg Ritchie
Greg Thomas
Greg Thompson
Gregor Maiden
Gregory Strydom
Greig Williamson
Gulam Bodi
Gulbadin Naib
Gundappa Viswanath
Gurdeep Singh
Gurinder Sandhu
Gurkeerat Singh
Gursharan Singh
Gus Logie
Gus Mackay
Guy Whittall
Guy de Alwis
Gyanendra Malla
Gyanendra Pandey
Haafiz Shahid
Habibul Bashar
Hafizur Rahman
Hamid Hassan
Hamilton Masakadza
Hamish Anthony
Hamish Bennett
Hamish Gardiner
Hamish Marshall
Hamish McLeod
Hamish Rutherford
Hammad Azam
Hamza Hotak
Hamza Tariq
Haninder Dhillon
Hannan Sarkar
Hansie Cronje
Harbhajan Singh
Hardik Pandya
Harilal Shah
Haris Sohail
Haroon Rashid
Harry Gurney
Harunur Rashid
Harvinder Singh
Harvir Baidwan
Hasan Ali
Hasan Durham
Hasan Jamil
Hasan Raza
Hasantha Fernando
Haseeb Amjad
Hashan Tillakaratne
Hashim Amla
Hashmatullah Shahidi
Hasibul Hossain
Hasti Gul
Hayden Walsh Jr.
Hazratullah Zazai
Heath Davis
Heath Streak
Hedley Howarth
Heinrich Klaasen
Hemang Badani
Hemantha Boteju
Hemantha Wickramaratne
Henderson Bryan
Hendrik-Jan Mol
Henry Davids
Henry Nicholls
Henry Olonga
Henry Osinde
Henry Williams
Herschelle Gibbs
Hilton Cartwright
Hiral Patel
Hiren Varaiya
Hiri Hiri
Hitesh Modi
Howard Johnson
Hrishikesh Kanitkar
Humayun Farhat
Hussain Butt
Hussain Talat
Iain Butchart
Iain O'Brien
Iain Philip
Iain Wardlaw
Ian Austin
Ian Bell
Ian Billcliff
Ian Bishop
Ian Blackwell
Ian Botham
Ian Bradshaw
Ian Butler
Ian Callen
Ian Chappell
Ian Davis
Ian Gould
Ian Harvey
Ian Healy
Ian Nicolson
Ian Redpath
Ian Salisbury
Ian Smith
Ian Stanger
Iftikhar Ahmed
Iftikhar Anjum
Ihsanullah
Ijaz Ahmed
Ijaz Ahmed jnr
Ijaz Faqih
Ikram Ali Khil
Ilyas Gul
Imad Wasim
Imam-ul-Haq
Imran Abbas
Imran Farhat
Imran Haider
Imran Khan
Imran Nazir
Imran Tahir
Imrul Kayes
Imtiaz Abbasi
Indika Batuwitarachchi
Indika Gallage
Indika de Saram
Intikhab Alam
Inzamam-ul-Haq
Iqbal Qasim
Iqbal Sikander
Irfan Ahmed
Irfan Bhatti
Irfan Fazil
Irfan Karim
Irfan Pathan
Irfan Sajid
Irvine Shillingford
Irving Romaine
Ish Sodhi
Ishant Sharma
Ishara Amerasinghe
Ishtiaq Muhammad
Ishwar Maraj
Isuru Udana
Izatullah Dawlatzai
JJ Smit
Jack Heron
Jack Richards
Jack Russell
Jack Vare
Jacob-Jan Esmeijer
Jacob Martin
Jacob Mulder
Jacob Oram
Jacobi Robinson
Jacques Kallis
Jacques Rudolph
Jade Dernbach
Jahangir Alam
Jahangir Alam Talukdar
Jahangir Shah
Jahurul Islam
Jai Yadav
Jake Ball
Jalal-ud-Din
Jamaluddin Ahmed
James Anderson
James Atkinson
James Brinkley
James Cameron-Dow
James Celestine
James Faulkner
James Foster
James Franklin
James Hall
James Hopes
James Kirtley
James Marshall
James McCollum
James Neesham
James Ngoche
James Pattinson
James Shannon
James Taylor
James Tredwell
James Vince
James Whitaker
Jamie Dalrymple
Jamie How
Jamie Siddons
Jan-Berrie Burger
Jan Frylinck
Jan Stander
Janak Gamage
Janeiro Tucker
Jasdeep Singh
Jaskaran Malhotra
Jason Behrendorff
Jason Gillespie
Jason Holder
Jason Kila
Jason Krejza
Jason Mohammed
Jason Patraj
Jason Roy
Jasprit Bumrah
Jatin Paranjpe
Jatinder Singh
Javagal Srinath
Javed Ahmadi
Javed Miandad
Javed Omar
Javed Qadeer
Jawad Dawood
Jawahir Shah
Jayananda Warnaweera
Jayant Yadav
Jayantha Silva
Jaydev Unadkat
Jean-Paul Duminy
Jean-Pierre Kotze
Jeetan Patel
Jeevan Mendis
Jeff Crowe
Jeff Dujon
Jeff Hammond
Jeff Moss
Jeff Thomson
Jeff Wilson
Jeffrey Vandersay
Jehan Mubarak
Jekon Edness
Jeremy Bray
Jeremy Coney
Jeremy Gordon
Jeremy Snape
Jermaine Blackwood
Jermaine Lawson
Jeroen Smits
Jerome Taylor
Jesse Ryder
Jhye Richardson
Jignesh Desai
Jim Love
Jim Troughton
Jimmy Adams
Jimmy Cook
Jimmy Hansra
Jimmy Kamande
Jimmy Maher
Jitendra Patel
Jo Angel
Jock Edwards
Joe Burns
Joe Denly
Joe Mennie
Joe Root
Joel Garner
Joel Paris
Joey Benjamin
Jofra Archer
Joginder Sharma
Johan Botha
Johann Louw
Johanne Samarasekera
Johannes van der Wath
John Anderson
John Blain
John Bracewell
John Campbell
John Crawley
John Davison
John Dyson
John Edrich
John Emburey
John Fulton Reid
John Hampshire
John Hastings
John Jameson
John Lever
John Maclean
John Mooney
John Morris
John Morrison
John Nagenda
John Norman Maguire
John Nyumbu
John Parker
John Rennie
John Reva
John Snow
John Traicos
John Valentine
John Vaughan
John Wright
Johnson Charles
Jon Kent
Jon Lewis
Jonathan Agnew
Jonathan Carter
Jonathan Millmow
Jonathan Trott
Jonny Bairstow
Jonty Rhodes
Jos Buttler
Joseph Angara
Joseph Harris
Josephat Ababu
Josh Davey
Josh Hazlewood
Joshua Little
Jubair Hossain
Julien Wiener
Junaid Khan
Junaid Siddique
Junaid Siddiqui
Junaid Zia
Junior Dala
Junior Murray
Justice Chibhabha
Justin Kemp
Justin Langer
Justin Ontong
Justin Vaughan
KL Rahul
Kabir Ali
Kabir Khan
Kagiso Rabada
Kaleemullah
Kalpesh Patel
Kamindu Mendis
Kamran Akmal
Kamran Hussain
Kamran Shahzad
Kane Richardson
Kane Williamson
Kapil Dev
Kapila Wijegunawardene
Karan KC
Karim Janat
Karim Sadiq
Karima Gore
Karl Birkenstock
Karl Whatham
Karn Sharma
Karsan Ghavri
Karun Jethi
Karun Nair
Kashif Raza
Kasun Rajitha
Kaushal Lokuarachchi
Kaushalya Weeraratne
Kaushik Amalean
Kedar Jadhav
Keegan Meth
Keemo Paul
Keerthi Ranasinghe
Keith Arthurton
Keith Boyce
Keith Dabengwa
Keith Fletcher
Keith Semple
Keith Stackpole
Kemar Roach
Ken MacLeay
Ken Rutherford
Ken Shuttleworth
Ken Wadsworth
Kennedy Otieno
Kenneth Benjamin
Kenneth Kamyuka
Kenny Carroll
Kepler Wessels
Kerry Jeremy
Kerry O'Keeffe
Kerry Walmsley
Keshav Maharaj
Kesrick Williams
Kevin Arnott
Kevin Curran
Kevin Duers
Kevin Hurdle
Kevin O'Brien
Kevin Pietersen
Kevin Sandher
Kevin Wright
Khaled Mahmud
Khaled Mashud
Khaleel Ahmed
Khaleqdaad Noori
Khalid Khan
Khalid Latif
Khawar Ali
Khaya Zondo
Khuram Khan
Khurram Chohan
Khurram Manzoor
Khurram Nawaz
Kieran Powell
Kieron Pollard
Kim Barnett
Kim Hughes
Kinchit Shah
Kiplin Doriga
Kiran More
Kirk Edwards
Kirti Azad
Kithuruwan Vithanage
Klaas-Jan van Noortwijk
Kosala Kulasekara
Kraigg Brathwaite
Krishna Chandran
Krishnamachari Srikkanth
Kuldeep Yadav
Kumar Dharmasena
Kumar Sangakkara
Kusal Mendis
Kusal Perera
Kwame Tucker
Kyle Abbott
Kyle Christie
Kyle Coetzer
Kyle Hodsoll
Kyle Hope
Kyle Jarvis
Kyle McCallan
Kyle Mills
Lahiru Gamage
Lahiru Kumara
Lahiru Madushanka
Lahiru Thirimanne
Lakshan Sandakan
Lakshmipathy Balaji
Lalchand Rajput
Lalit Bhandari
Lalit Rajbanshi
Lalith Kaluperuma
Lalithamana Fernando
Lamech Onyango
Lance Cairns
Lance Gibbs
Lance Hamilton
Lance Klusener
Lanka de Silva
Larry Gomes
Lasith Malinga
Laurie Williams
Lawrence Rowe
Laxman Sivaramakrishnan
Laxman Sreekumar
Laxmi Ratan Shukla
Lee Germon
Lega Siaka
Len Pascoe
Lendl Simmons
Lennie Louw
Leon Garrick
Leon Johnson
Leon Romero
Les Taylor
Lesley Stokkers
Liam Dawson
Liam Plunkett
Liam Roche
Liaqat Ali
Lionel Baker
Lionel Cann
List of Afghanistan ODI cricketers
List of Afghanistan T20I cricketers
List of Afghanistan Test cricketers
List of African XI ODI cricketers
List of Asian XI ODI cricketers
List of Australia ODI cricketers
List of Australia Test cricketers
List of Australia Twenty20 International cricketers
List of Bahrain Twenty20 International cricketers
List of Bangladesh ODI cricketers
List of Bangladesh Test cricketers
List of Bangladesh Twenty20 International cricketers
List of Belgium Twenty20 International cricketers
List of Belize Twenty20 International cricketers
List of Bermuda ODI cricketers
List of Bermuda Twenty20 International cricketers
List of Botswana Twenty20 International cricketers
List of Canada ODI cricketers
List of Canada Twenty20 International cricketers
List of Costa Rica Twenty20 International cricketers
List of East Africa ODI cricketers
List of England ODI cricketers
List of England Test cricketers
List of England Twenty20 International cricketers
List of Germany Twenty20 International cricketers
List of Ghana Twenty20 International cricketers
List of Guernsey Twenty20 International cricketers
List of Hong Kong ODI cricketers
List of Hong Kong Twenty20 International cricketers
List of India ODI cricketers
List of India Test cricketers
List of India Twenty20 International cricketers
List of Ireland ODI cricketers
List of Ireland Test cricketers
List of Ireland Twenty20 International cricketers
List of Italy Twenty20 International cricketers
List of Jersey Twenty20 International cricketers
List of Kenya ODI cricketers
List of Kenya Twenty20 International cricketers
List of Kuwait Twenty20 International cricketers
List of Maldives Twenty20 International cricketers
List of Malta Twenty20 International cricketers
List of Mexico Twenty20 International cricketers
List of Namibia ODI cricketers
List of Namibia Twenty20 International cricketers
List of Nepal ODI cricketers
List of Nepal Twenty20 International cricketers
List of Netherlands ODI cricketers
List of Netherlands Twenty20 International cricketers
List of New Zealand ODI cricketers
List of New Zealand Test cricketers
List of New Zealand Twenty20 International cricketers
List of Nigeria Twenty20 International cricketers
List of Norway Twenty20 International cricketers
List of Oman ODI cricketers
List of Oman Twenty20 International cricketers
List of Pakistan ODI cricketers
List of Pakistan Test cricketers
List of Pakistan Twenty20 International cricketers
List of Panama Twenty20 International cricketers
List of Papua New Guinea ODI cricketers
List of Papua New Guinea Twenty20 International cricketers
List of Philippines Twenty20 International cricketers
List of Qatar Twenty20 International cricketers
List of Saudi Arabia Twenty20 International cricketers
List of Scotland ODI cricketers
List of Scotland Twenty20 International cricketers
List of South Africa ODI cricketers
List of South Africa Test cricketers
List of South Africa Twenty20 International cricketers
List of Spain Twenty20 International cricketers
List of Sri Lanka ODI cricketers
List of Sri Lanka Test cricketers
List of Sri Lanka Twenty20 International cricketers
List of Test cricketers
List of Twenty20 International cricketers
List of Uganda Twenty20 International cricketers
List of United Arab Emirates ODI cricketers
List of United Arab Emirates Twenty20 International cricketers
List of United States ODI cricketers
List of United States Twenty20 International cricketers
List of United States of America ODI cricketers
List of Vanuatu Twenty20 International cricketers
List of West Indies ODI cricketers
List of West Indies Test cricketers
List of West Indies Twenty20 International cricketers
List of World XI ODI cricketers
List of World XI Test cricketers
List of World XI Twenty20 International cricketers
List of Zimbabwe ODI cricketers
List of Zimbabwe Test cricketers
List of Zimbabwe Twenty20 International cricketers
Liton Das
Llorne Howell
Lockie Ferguson
Lonwabo Tsotsobe
Loots Bosman
Lorcan Tucker
Lou Vincent
Louis Burger
Louis Koen
Lucas Oluoch
Luke Jongwe
Luke Ronchi
Luke Woodcock
Luke Wright
Lungi Ngidi
Luuk van Troost
M. S. K. Prasad
M. Venkataramana
Madan Lal
Mafizur Rahman
Mahbubul Alam
Mahbubur Rahman
Mahela Jayawardene
Mahela Udawatte
Mahendra Nagamootoo
Mahendra Singh Dhoni
Mahes Goonatilleke
Mahmood Hamid
Mahmudullah
Mahuru Dai
Majid Haq
Majid Khan
Makhaya Ntini
Mal Loye
Malachi Jones
Malcolm Jarvis
Malcolm Marshall
Malcolm Waller
Malhar Patel
Malinda Pushpakumara
Malinda Warnapura
Malinga Bandara
Mandy Yachad
Mangesh Panchal
Maninder Singh
Manish Pandey
Manjula Guruge
Manjula Munasinghe
Manjural Islam Rana
Manoj Cheruparambil
Manoj David
Manoj Prabhakar
Manoj Tiwary
Manpreet Gony
Mansoor Akhtar
Mansoor Amjad
Mansoor Rana
Manzoor Akhtar
Manzoor Elahi
Maqsood Rana
Marc Petrie
Marcelis Schewe
Marchant de Lange
Marcus North
Marcus Stoinis
Marcus Trescothick
Mark Adair
Mark Alleyne
Mark Bailey
Mark Benson
Mark Boucher
Mark Burgess
Mark Burmester
Mark Chapman
Mark Cosgrove
Mark Dekker
Mark Douglas
Mark Ealham
Mark Gillespie
Mark Greatbatch
Mark Haslam
Mark Johnson
Mark Jonkman
Mark Priest
Mark Ramprakash
Mark Richardson
Mark Rushmere
Mark Taylor
Mark Vermeulen
